"customer_id","first_name","last_name","birth_date","marital_status","gender","email_address","annual_income","education_level","occupation","home_owner"
FW-439579,Phil,She,1970-06-24,M,M,phil0@hotmail.com,100000,High School,Management,Y
GA-14515102,Terrence,Yang,1976-08-14,S,M,terrence2@hotmail.com,30000,Partial College,Manual,Y
GA-14515125,Adam,Rogers,1964-06-13,M,M,adam15@hotmail.com,60000,Bachelors,Skilled Manual,Y
GA-145151402,Jeremy,Edwards,1976-12-24,S,M,jeremy28@hotmail.com,80000,Partial High School,Skilled Manual,N
GA-145151404,Frederick,Gray,1980-08-28,M,M,frederick1@hotmail.com,50000,Graduate Degree,Management,N
GA-145151406,Amanda,Thomas,1964-08-26,M,F,amanda10@hotmail.com,60000,Partial College,Skilled Manual,Y
GA-145151408,Sheila,Russell,1965-02-01,M,F,sheila20@hotmail.com,80000,Partial College,Professional,Y
GA-1451545,Michelle,Hughes,1979-04-25,M,F,michelle14@hotmail.com,120000,Partial College,Professional,Y
GA-1451548,Roberto,Mitchell,1982-05-13,M,M,roberto15@hotmail.com,130000,Partial College,Professional,Y
GA-145155,Sara,Jenkins,1969-06-24,S,F,sara10@hotmail.com,70000,Graduate Degree,Management,Y
GA-1451555,Edgar,Stewart,1975-02-21,M,M,edgar17@hotmail.com,30000,Partial College,Clerical,N
GA-145157,Kaylee,Ramirez,1968-06-05,S,F,kaylee18@hotmail.com,110000,Graduate Degree,Management,Y
GA-145158,Tammy,Davis,1986-01-26,M,F,tammy13@hotmail.com,150000,High School,Professional,Y
GA-1451582,Jocelyn,Blanco,1988-01-05,S,F,jocelyn12@hotmail.com,70000,Graduate Degree,Professional,Y
GA-1451591,Lisa,Campbell,1986-07-07,S,F,lisa23@hotmail.com,20000,High School,Manual,N
GA-1451593,Kenneth,Yuan,1995-03-11,S,M,kenneth16@hotmail.com,20000,Partial High School,Manual,N
GA-14725118,Miguel,Perez,1994-09-16,S,M,miguel25@hotmail.com,30000,High School,Clerical,N
GA-147251402,Cassandra,Browning,1966-11-10,M,F,cassandra16@hotmail.com,30000,Bachelors,Skilled Manual,Y
GA-147251404,Alexandra,Chander,1993-04-21,M,F,alexandra7@hotmail.com,30000,High School,Professional,Y
GA-147251406,Ramon,Jai,1966-10-23,M,M,ramon6@hotmail.com,130000,High School,Professional,N
GA-147251408,Hunter,Bailey,1978-06-08,M,M,hunter17@hotmail.com,40000,Graduate Degree,Skilled Manual,Y
GA-1472527,Thomas,Morris,1982-11-12,M,M,thomas54@hotmail.com,70000,Bachelors,Management,Y
GA-1472545,Kenneth,Stewart,1990-03-06,M,M,kenneth1@hotmail.com,60000,Graduate Degree,Professional,Y
GA-147255,Charles,Perry,1962-10-26,S,M,charles9@hotmail.com,60000,Partial College,Professional,Y
GA-1472559,Gilbert,Jimenez,1997-10-23,M,M,gilbert19@hotmail.com,60000,Bachelors,Professional,Y
GA-1472564,Olivia,Morgan,1994-03-18,S,F,olivia52@hotmail.com,70000,Bachelors,Professional,N
GA-147257,Kaylee,Andersen,1986-02-24,M,F,kaylee35@hotmail.com,60000,Bachelors,Professional,Y
GA-1472582,Tasha,Morgan,1982-04-14,S,F,tasha14@hotmail.com,130000,Graduate Degree,Management,N
GA-1472592,Trevor,Martinez,1977-05-19,M,M,trevor7@hotmail.com,70000,Graduate Degree,Management,N
GA-1472598,Sara,Jones,1988-10-20,M,F,sara46@hotmail.com,30000,High School,Skilled Manual,N
GA-4515103,Abigail,Long,1997-04-03,M,F,abigail64@hotmail.com,60000,Partial College,Skilled Manual,Y
GA-4515107,Chloe,Bryant,1962-08-01,M,F,chloe22@hotmail.com,80000,Bachelors,Management,Y
GA-4515117,Jessica,Torres,1968-12-11,S,F,jessica14@hotmail.com,30000,Partial High School,Clerical,N
GA-4515134,Marshall,Barnes,1966-04-25,M,M,marshall16@hotmail.com,20000,Partial High School,Clerical,Y
GA-45152,Jaime,Gonzalez,1993-08-09,M,M,jaime41@hotmail.com,20000,High School,Skilled Manual,Y
GA-451533,Jill,Gutierrez,1960-01-14,S,F,jill28@hotmail.com,20000,Partial College,Manual,N
GA-451595,Chloe,Nath,1989-10-14,M,F,chloe57@hotmail.com,110000,Partial College,Professional,Y
GA-4725134,Ashley,Hu,1971-08-08,M,F,ashley27@hotmail.com,40000,Bachelors,Skilled Manual,Y
GA-4725137,Raul,Mehta,1996-01-20,S,M,raul18@hotmail.com,20000,Partial High School,Manual,Y
GA-472567,Bradley,Blanco,1976-10-09,M,M,bradley24@hotmail.com,70000,Partial College,Skilled Manual,Y
GB-145301402,Autumn,Subram,1983-09-20,S,F,autumn9@hotmail.com,30000,Bachelors,Clerical,N
GB-145301404,Jason,Cook,1984-05-28,M,M,jason15@hotmail.com,40000,High School,Professional,Y
GB-145301406,Jay,Chande,1987-11-19,M,M,jay30@hotmail.com,40000,Graduate Degree,Skilled Manual,Y
GB-145301408,Nina,Gill,1989-12-13,S,F,nina4@hotmail.com,20000,Partial High School,Clerical,N
GB-1453018,Preston,Bell,1992-10-22,M,M,preston18@hotmail.com,40000,Bachelors,Skilled Manual,Y
GB-1453027,Allison,Ward,1961-04-21,S,F,allison42@hotmail.com,50000,Bachelors,Skilled Manual,Y
GB-1453039,Luke,Perry,1999-06-27,M,M,luke9@hotmail.com,70000,Partial College,Professional,Y
GB-1453045,Abigail,Lewis,1973-11-01,M,F,abigail48@hotmail.com,90000,Bachelors,Management,Y
GB-1453058,Robert,Ramirez,1980-12-19,M,M,robert52@hotmail.com,40000,Partial College,Clerical,Y
GB-1453062,Marshall,Patel,1969-02-05,M,M,marshall1@hotmail.com,160000,High School,Professional,Y
GB-1453064,Keith,Ruiz,1967-10-05,S,M,keith18@hotmail.com,30000,High School,Manual,N
GB-145307,Edward,Kelly,1972-09-10,S,M,edward43@hotmail.com,60000,Bachelors,Professional,N
GB-1453092,Kelly,Brooks,1984-10-27,M,F,kelly21@hotmail.com,70000,Partial College,Professional,N
GB-1453097,Dalton,Lopez,1986-04-09,M,M,dalton91@hotmail.com,70000,Graduate Degree,Management,N
GB-145751402,Sebastian,Raman,1966-03-24,M,M,sebastian14@hotmail.com,30000,Bachelors,Skilled Manual,Y
GB-145751406,Nathan,Ross,1968-06-23,M,M,nathan36@hotmail.com,40000,Bachelors,Skilled Manual,Y
GB-145751408,Walter,Srini,1993-01-12,M,M,walter14@hotmail.com,10000,Partial High School,Clerical,Y
GB-1457518,Renee,Wilson,1991-01-24,S,,renee6@hotmail.com,40000,Bachelors,Professional,Y
GB-1457526,Mariah,Davis,1996-09-17,S,F,mariah35@hotmail.com,70000,Bachelors,Management,Y
GB-1457536,Timothy,Clark,1969-04-06,S,M,timothy39@hotmail.com,40000,Partial College,Clerical,Y
GB-1457545,Jordan,Srini,1987-06-21,M,M,jordan66@hotmail.com,70000,Bachelors,Management,N
GB-1457548,Tommy,Cai,1993-01-27,S,M,tommy6@hotmail.com,20000,Partial College,Manual,N
GB-1457555,Garrett,Butler,1981-09-25,M,M,garrett12@hotmail.com,50000,Graduate Degree,Skilled Manual,Y
GB-1457558,Leslie,Torres,1980-06-15,S,F,leslie1@hotmail.com,80000,Graduate Degree,Skilled Manual,Y
GB-1457559,Rachel,Cai,1993-03-12,S,F,rachel69@hotmail.com,60000,Bachelors,Professional,Y
GB-1457564,Savannah,Alexander,1988-11-10,M,F,savannah46@hotmail.com,60000,Partial College,Skilled Manual,Y
GB-145757,Oscar,Flores,1977-07-12,M,M,oscar9@hotmail.com,80000,Bachelors,Skilled Manual,Y
GB-1457582,Maria,Zeng,1972-03-04,M,F,maria26@hotmail.com,60000,High School,Professional,Y
GB-1457591,Evelyn,Suri,1973-02-10,S,F,evelyn10@hotmail.com,10000,High School,Manual,Y
GB-1457597,Rachel,Yuan,1978-05-25,S,F,rachel22@hotmail.com,40000,Partial College,Skilled Manual,N
GB-1457598,Noah,Howard,1963-10-04,S,M,noah67@hotmail.com,40000,Partial College,Clerical,Y
GB-4530134,Morgan,White,1981-04-16,S,F,morgan88@hotmail.com,40000,Graduate Degree,Skilled Manual,Y
GB-453022,Alison,Madan,1982-04-09,M,F,alison12@hotmail.com,30000,High School,Skilled Manual,Y
GB-453023,Dylan,Bryant,1984-07-18,M,M,dylan24@hotmail.com,70000,Bachelors,Management,Y
GB-45308,Bryant,Subram,1982-10-07,S,M,bryant8@hotmail.com,100000,Partial College,Professional,N
GB-453086,Alex,Carter,1983-02-27,M,M,alex5@hotmail.com,60000,Graduate Degree,Skilled Manual,Y
GB-4575117,Jennifer,Scott,1978-09-16,M,F,jennifer57@hotmail.com,40000,High School,Skilled Manual,Y
GB-4575134,Dalton,Gonzales,1972-02-16,M,M,dalton7@hotmail.com,60000,Partial College,Professional,Y
GB-457533,Robert,Ross,1978-02-19,S,M,robert72@hotmail.com,30000,High School,Skilled Manual,Y
GB-457538,Julio,Zhu,1996-08-06,M,M,julio20@hotmail.com,30000,Graduate Degree,Clerical,Y
GB-457583,Olivia,Powell,1973-02-18,M,F,olivia21@hotmail.com,80000,Graduate Degree,Professional,Y
GD-14590130,Chad,Ma,1991-08-07,M,M,chad22@hotmail.com,60000,Partial College,Skilled Manual,Y
GD-14590139,Kaitlin,Carlson,1968-05-19,M,F,kaitlin15@hotmail.com,90000,Partial High School,Skilled Manual,Y
GD-145901404,Jackson,Sanchez,1974-12-18,M,M,jackson4@hotmail.com,40000,High School,Professional,Y
GD-145901406,Luis,Brown,1966-02-22,S,M,luis9@hotmail.com,40000,High School,Skilled Manual,N
GD-145901408,Chad,Lu,1960-12-22,M,M,chad21@hotmail.com,80000,Partial College,Professional,Y
GD-1459027,Catherine,Alexander,1973-11-10,S,F,catherine21@hotmail.com,40000,Partial College,Clerical,Y
GD-1459028,Dawn,Patel,1992-06-22,M,F,dawn4@hotmail.com,80000,Graduate Degree,Management,Y
GD-1459045,Gabrielle,Kelly,1965-01-06,M,F,gabrielle60@hotmail.com,90000,Bachelors,Management,Y
GD-1459048,Jill,Seely,1982-09-07,M,F,jill19@hotmail.com,150000,High School,Management,Y
GD-145905,Ian,Lewis,1972-09-08,M,M,ian57@hotmail.com,60000,High School,Professional,N
GD-1459055,Paul,Zhou,1981-11-15,S,F,paul4@hotmail.com,70000,Bachelors,Professional,Y
GD-1459064,Kari,Chande,1986-08-08,M,F,kari20@hotmail.com,30000,Bachelors,Clerical,Y
GD-145907,Gary,Kumar,1976-08-12,M,M,gary25@hotmail.com,10000,High School,Manual,Y
GD-1459082,Kelli,Xie,1972-02-06,S,F,kelli45@hotmail.com,70000,High School,Professional,Y
GD-1459091,Terrance,Andersen,1960-08-07,M,M,terrance0@hotmail.com,10000,High School,Manual,N
GD-1459092,Jamie,Jai,1982-11-07,M,M,jamie28@hotmail.com,90000,Bachelors,Professional,Y
GD-4590110,Bailey,Nara,1985-12-12,M,F,bailey3@hotmail.com,10000,High School,Manual,Y
GD-459019,Mayra,Shen,1964-07-14,S,F,mayra14@hotmail.com,60000,Bachelors,Professional,N
GD-459095,Dawn,Hernandez,1995-05-24,M,F,dawn41@hotmail.com,110000,High School,Management,Y
GG-14650113,Maurice,Wang,1967-06-03,M,M,maurice1@hotmail.com,70000,Partial College,Professional,Y
GG-14650139,Savannah,Gill,1971-09-13,M,F,savannah44@hotmail.com,10000,High School,Manual,Y
GG-146501402,Mackenzie,Davis,1982-03-11,S,F,mackenzie35@hotmail.com,100000,Bachelors,Management,N
GG-146501404,Trinity,Wright,1975-03-13,M,F,trinity2@hotmail.com,70000,High School,Professional,Y
GG-146501406,Angela,Ma,1978-06-15,M,F,angela24@hotmail.com,40000,Bachelors,Skilled Manual,Y
GG-146501408,Jaclyn,Navarro,1966-08-22,S,F,jaclyn20@hotmail.com,20000,Partial College,Manual,N
GG-1465027,Miguel,Rogers,1961-01-17,M,M,miguel6@hotmail.com,80000,Graduate Degree,Management,Y
GG-1465036,Samantha,Vance,1996-09-21,S,F,samantha22@hotmail.com,10000,Partial High School,Manual,Y
GG-1465045,Dominique,Wu,1979-04-27,S,F,dominique10@hotmail.com,50000,Graduate Degree,Skilled Manual,N
GG-1465048,Colleen,Baker,1993-10-17,M,F,colleen0@hotmail.com,40000,Graduate Degree,Clerical,Y
GG-146505,Erica,Perry,1991-10-16,M,F,erica5@hotmail.com,60000,Partial College,Professional,Y
GG-1465051,Jessica,Sanchez,1991-04-10,S,F,jessica35@hotmail.com,170000,Bachelors,Management,N
GG-1465058,Ramon,Suri,1994-08-25,S,M,ramon21@hotmail.com,20000,High School,Manual,Y
GG-1465082,Brianna,Moreno,1969-06-02,M,F,brianna65@hotmail.com,120000,Graduate Degree,Management,Y
GG-4650108,Hailey,Hayes,1975-05-14,S,F,hailey28@hotmail.com,70000,Bachelors,Skilled Manual,Y
GG-4650134,Bianca,Alvarez,1999-01-19,S,F,bianca2@hotmail.com,70000,Bachelors,Professional,Y
GG-465084,Steven,Green,1965-06-11,M,M,steven17@hotmail.com,50000,Bachelors,Skilled Manual,Y
GG-465086,Chelsea,Ruiz,1988-07-04,S,F,chelsea12@hotmail.com,40000,Graduate Degree,Skilled Manual,N
GG-46509,Samuel,Sanchez,1981-11-11,S,M,samuel42@hotmail.com,80000,Bachelors,Management,Y
GH-14410101,Audrey,Deng,1991-11-27,M,F,audrey6@hotmail.com,50000,Graduate Degree,Skilled Manual,Y
GH-14410120,Gregory,Gomez,1979-04-28,M,M,gregory8@hotmail.com,20000,Partial College,Manual,Y
GH-14410139,Lucas,Jones,1999-04-07,M,M,lucas50@hotmail.com,70000,Graduate Degree,Professional,Y
GH-144101402,Julia,Turner,1975-06-09,S,F,julia82@hotmail.com,40000,Partial College,Clerical,Y
GH-144101404,Kathryn,Lopez,1992-01-26,M,F,kathryn0@hotmail.com,100000,High School,Management,Y
GH-144101406,Cynthia,Ramos,1994-07-18,S,F,cynthia17@hotmail.com,20000,High School,Manual,N
GH-144101408,Roger,Anand,1976-12-27,S,M,roger24@hotmail.com,20000,Partial College,Manual,Y
GH-1441018,Rebekah,Gomez,1987-12-15,S,F,rebekah17@hotmail.com,30000,Partial College,Clerical,N
GH-1441045,Jonathon,Guo,1966-11-12,M,M,jonathon0@hotmail.com,170000,Bachelors,Management,Y
GH-1441051,Joanna,Torres,1985-10-04,S,F,joanna11@hotmail.com,70000,Bachelors,Professional,N
GH-1441055,Cesar,Zhou,1980-06-21,M,M,cesar0@hotmail.com,70000,High School,Skilled Manual,Y
GH-1441058,Gerald,Nath,1981-03-12,S,M,gerald9@hotmail.com,30000,Graduate Degree,Clerical,Y
GH-1441064,Logan,Ramirez,1961-12-05,M,M,logan35@hotmail.com,40000,Partial College,Clerical,Y
GH-144107,Bailey,Gonzalez,1980-10-12,M,F,bailey27@hotmail.com,50000,Bachelors,Skilled Manual,Y
GH-144108,Cedric,Diaz,1966-09-07,S,M,cedric14@hotmail.com,130000,Graduate Degree,Management,Y
GH-1441082,Edward,Rivera,1997-07-05,S,M,edward54@hotmail.com,90000,Partial College,Professional,Y
GH-1441092,Ruth,Kumar,1989-10-18,S,F,ruth16@hotmail.com,60000,Partial College,Skilled Manual,Y
GH-14425102,Kristi,Zhu,1976-03-24,S,F,kristi0@hotmail.com,40000,Graduate Degree,Clerical,N
GH-14425139,Leslie,Kelly,1963-11-26,M,F,leslie12@hotmail.com,20000,Partial College,Manual,N
GH-144251404,Jessica,Patterson,1972-05-12,M,F,jessica40@hotmail.com,70000,Partial College,Professional,Y
GH-144251408,Isabella,James,2000-04-01,S,F,isabella82@hotmail.com,40000,Partial College,Clerical,N
GH-1442527,Gerrit,Sharma,1963-06-06,M,M,gerrit0@hotmail.com,80000,High School,Management,N
GH-1442536,Madison,Lewis,1965-10-27,S,F,madison5@hotmail.com,80000,Graduate Degree,Skilled Manual,Y
GH-1442545,Naomi,Wu,1981-03-03,M,F,naomi6@hotmail.com,70000,Bachelors,Professional,Y
GH-1442548,Jésus,Diaz,1967-03-13,S,M,jésus8@hotmail.com,10000,Partial High School,Manual,N
GH-1442555,Stacey,Zhang,1984-06-06,S,F,stacey23@hotmail.com,70000,Bachelors,Professional,N
GH-1442558,Angela,Martinez,1982-08-18,S,F,angela49@hotmail.com,40000,Partial College,Clerical,Y
GH-1442564,Diane,Baker,1992-08-22,M,F,diane17@hotmail.com,40000,Graduate Degree,Skilled Manual,Y
GH-144257,Megan,Martin,1980-09-08,S,F,megan44@hotmail.com,40000,Graduate Degree,Clerical,Y
GH-1442578,Isaac,Butler,1989-09-23,S,M,isaac27@hotmail.com,60000,High School,Professional,Y
GH-1442582,Colleen,Carlson,1966-05-20,M,F,colleen19@hotmail.com,110000,Graduate Degree,Management,N
GH-1442591,Christopher,Sanchez,1989-08-06,S,M,christopher9@hotmail.com,70000,Bachelors,Professional,Y
GH-1442596,William,Perez,1997-11-23,M,M,william10@hotmail.com,120000,Partial College,Professional,Y
GH-1442598,Grace,Brooks,1966-02-19,M,F,grace45@hotmail.com,70000,Partial College,Professional,Y
GH-14485102,Alexandria,Jones,1998-07-04,M,F,alexandria8@hotmail.com,80000,Bachelors,Management,N
GH-14485120,Edwin,Chen,1960-10-03,M,M,edwin5@hotmail.com,40000,Bachelors,Clerical,N
GH-14485139,Haley,Bailey,1981-04-09,S,F,haley23@hotmail.com,30000,High School,Skilled Manual,N
GH-144851402,Andre,Black,1984-11-27,M,M,andre11@hotmail.com,10000,High School,Manual,N
GH-1448531,Isaiah,Gao,1976-03-17,M,M,isaiah33@hotmail.com,50000,Bachelors,Skilled Manual,Y
GH-1448545,Gilbert,Raji,1967-08-24,S,M,gilbert39@hotmail.com,90000,Bachelors,Professional,Y
GH-1448548,Thomas,White,1965-10-07,M,M,thomas65@hotmail.com,50000,Graduate Degree,Skilled Manual,Y
GH-1448551,Shaun,Raji,1960-07-19,S,M,shaun9@hotmail.com,110000,Graduate Degree,Management,Y
GH-1448558,Jack,White,1998-06-01,M,M,jack26@hotmail.com,60000,Graduate Degree,Professional,Y
GH-1448559,Eric,Dominguez,1994-05-25,S,M,eric16@hotmail.com,30000,High School,Skilled Manual,N
GH-1448564,Ian,Walker,1963-04-25,S,M,ian75@hotmail.com,60000,Bachelors,Skilled Manual,Y
GH-1448566,Lisa,Robinson,1970-12-04,S,F,lisa20@hotmail.com,60000,Graduate Degree,Professional,Y
GH-144857,Jessie,Baker,1985-08-13,M,M,jessie7@hotmail.com,40000,Bachelors,Skilled Manual,Y
GH-1448582,Kaitlyn,Kelly,1976-01-02,M,F,kaitlyn78@hotmail.com,130000,Bachelors,Management,Y
GH-14665101,Lydia,Chandra,1962-04-18,S,F,lydia1@hotmail.com,20000,Partial College,Manual,N
GH-1466511,Janelle,Tang,1981-07-28,M,F,janelle17@hotmail.com,40000,Graduate Degree,Clerical,Y
GH-14665113,Benjamin,Evans,1993-08-23,S,M,benjamin7@hotmail.com,80000,Partial College,Professional,Y
GH-14665124,Tina,Edwards,1966-07-04,M,F,tina18@hotmail.com,30000,Bachelors,Clerical,Y
GH-14665127,Melvin,Sara,1993-08-17,S,M,melvin6@hotmail.com,120000,Graduate Degree,Management,N
GH-14665139,Olivia,Gonzalez,1970-01-16,S,F,olivia54@hotmail.com,20000,Partial High School,Clerical,Y
GH-146651402,Jordan,Simmons,1970-05-06,S,M,jordan56@hotmail.com,70000,Bachelors,Management,Y
GH-14665144,Nathan,Gonzalez,1991-11-01,S,M,nathan39@hotmail.com,40000,Graduate Degree,Skilled Manual,Y
GH-1466518,Christopher,Chapman,1994-06-14,M,M,christopher18@hotmail.com,30000,High School,Clerical,Y
GH-1466527,Julian,Collins,1973-08-17,S,F,julian0@hotmail.com,80000,Graduate Degree,Skilled Manual,Y
GH-1466536,Pedro,Patel,1970-06-13,M,M,pedro15@hotmail.com,20000,Partial College,Manual,Y
GH-1466545,Edgar,Jimenez,1978-08-28,M,M,edgar19@hotmail.com,20000,Bachelors,Clerical,Y
GH-1466548,Joe,Sharma,1964-07-17,M,M,joe15@hotmail.com,30000,Bachelors,Clerical,Y
GH-1466559,Richard,Butler,1976-12-05,M,M,richard41@hotmail.com,80000,Graduate Degree,Management,N
GH-1466564,Franklin,Stewart,1977-07-09,M,M,franklin4@hotmail.com,80000,Partial College,Professional,Y
GH-1466566,Keith,Johnsen,1982-08-20,M,M,keith22@hotmail.com,70000,Bachelors,Professional,Y
GH-146657,Sarah,Long,1966-01-05,M,F,sarah42@hotmail.com,60000,Partial College,Skilled Manual,N
GH-1466582,Alexandra,Huang,1989-01-11,M,F,alexandra60@hotmail.com,100000,Partial College,Professional,Y
GH-1466598,Jade,Johnson,1977-12-14,S,F,jade10@hotmail.com,70000,Bachelors,Professional,Y
GH-4410117,Rosa,Lu,1998-08-16,S,F,rosa4@hotmail.com,90000,Partial College,Professional,N
GH-441013,Andres,Rodriguez,1965-04-06,M,M,andres14@hotmail.com,90000,High School,Management,Y
GH-4410137,Hector,Ashe,1960-10-05,M,M,hector7@hotmail.com,20000,Partial High School,Manual,Y
GH-441015,Jasmine,Hayes,1998-01-19,M,,jasmine21@hotmail.com,40000,Partial College,Clerical,Y
GH-44103,Trevor,Perez,1989-04-26,S,M,trevor18@hotmail.com,90000,Partial College,Professional,Y
GH-441032,Troy,Collins,2000-08-13,M,M,troy17@hotmail.com,60000,Partial College,Skilled Manual,Y
GH-441060,Kyle,Mitchell,1995-01-22,S,M,kyle7@hotmail.com,30000,High School,Clerical,Y
GH-441086,Yolanda,Rana,1996-02-03,M,F,yolanda13@hotmail.com,30000,Bachelors,Clerical,Y
GH-4425111,Dalton,Ortega,1963-11-28,S,M,dalton51@hotmail.com,60000,Bachelors,Professional,Y
GH-4425134,Mallory,Diaz,1983-09-23,M,F,mallory13@hotmail.com,40000,Partial College,Clerical,Y
GH-442523,Elijah,Sharma,1967-05-12,M,M,elijah43@hotmail.com,60000,Bachelors,Management,Y
GH-442533,Tamara,Chen,1981-08-05,S,F,tamara12@hotmail.com,110000,Partial College,Management,Y
GH-442538,Noah,Navarro,1998-10-06,S,M,noah24@hotmail.com,20000,Partial College,Manual,Y
GH-442561,Benjamin,Yuan,1989-04-08,M,M,benjamin15@hotmail.com,70000,Bachelors,Management,Y
GH-442586,Kayla,Patterson,1972-08-20,M,F,kayla14@hotmail.com,40000,Graduate Degree,Skilled Manual,Y
GH-442595,Gregory,She,1986-05-22,S,M,gregory11@hotmail.com,170000,Bachelors,Management,N
GH-448523,Noah,Chander,1994-04-07,M,M,noah56@hotmail.com,90000,Bachelors,Management,Y
GH-448538,Tasha,Tang,1995-05-28,M,F,tasha6@hotmail.com,20000,Partial College,Manual,Y
GH-448595,Brandi,Nara,1994-02-15,M,F,brandi18@hotmail.com,70000,Bachelors,Professional,N
GH-4665107,Richard,Garcia,1991-02-09,M,M,richard53@hotmail.com,70000,Graduate Degree,Skilled Manual,Y
GH-4665117,Fernando,Flores,1986-02-19,M,M,fernando10@hotmail.com,60000,Graduate Degree,Management,Y
GH-4665134,Jacqueline,Washington,1995-04-07,M,F,jacqueline44@hotmail.com,70000,Partial College,Skilled Manual,N
GH-4665136,Wyatt,Kelly,1974-05-16,M,M,wyatt36@hotmail.com,60000,Bachelors,Professional,Y
GH-4665138,Daisy,Tang,1960-04-27,M,F,daisy0@hotmail.com,40000,Bachelors,Skilled Manual,Y
GH-466523,Evan,Davis,1991-01-03,M,M,evan46@hotmail.com,110000,Graduate Degree,Management,Y
GH-466538,Frank,Miller,2000-01-10,S,M,frank20@hotmail.com,10000,High School,Manual,N
GH-466557,Mason,Torres,1997-11-06,S,M,mason22@hotmail.com,60000,Graduate Degree,Management,Y
GH-466577,Fernando,Patterson,1964-12-16,M,M,fernando24@hotmail.com,70000,Bachelors,Management,Y
GK-14620101,Andrea,Sun,1979-02-03,S,F,andrea14@hotmail.com,30000,Bachelors,Clerical,Y
GK-14620130,Donald,Zheng,1976-11-13,S,M,donald17@hotmail.com,60000,Bachelors,Professional,N
GK-14620139,Brent,Gill,1968-12-09,S,M,brent18@hotmail.com,20000,Bachelors,Clerical,Y
GK-146201402,Jamie,Navarro,1977-12-12,S,F,jamie3@hotmail.com,100000,Bachelors,Management,N
GK-146201404,Zachary,Walker,1995-02-10,M,M,zachary32@hotmail.com,60000,Graduate Degree,Professional,Y
GK-146201406,Samantha,Diaz,1984-10-01,S,F,samantha37@hotmail.com,20000,Partial High School,Clerical,N
GK-146201408,Colleen,Lopez,1993-11-19,M,F,colleen23@hotmail.com,60000,Bachelors,Professional,Y
GK-1462018,Lucas,Cox,1978-07-07,S,M,lucas19@hotmail.com,30000,Partial College,Clerical,Y
GK-1462026,Joseph,Coleman,1977-12-26,S,M,joseph11@hotmail.com,70000,Bachelors,Management,Y
GK-1462027,Jason,Suarez,1963-04-07,M,M,jason24@hotmail.com,40000,Partial College,Clerical,Y
GK-1462036,Cindy,Pal,1971-08-18,S,F,cindy10@hotmail.com,30000,Bachelors,Clerical,N
GK-1462045,Amanda,Alvarez,1982-02-22,M,F,amanda32@hotmail.com,30000,Partial College,Clerical,N
GK-1462048,Mandy,Serrano,1964-01-14,M,F,mandy15@hotmail.com,60000,Partial College,Skilled Manual,Y
GK-1462055,Jeremiah,Lopez,1964-07-09,M,M,jeremiah6@hotmail.com,40000,High School,Skilled Manual,Y
GK-1462058,Heidi,Gill,1964-10-12,M,F,heidi3@hotmail.com,30000,Graduate Degree,Clerical,Y
GK-146207,Alex,Hughes,1981-01-06,M,M,alex35@hotmail.com,80000,Bachelors,Management,Y
GK-1462092,Gabriella,Nelson,1988-04-24,S,F,gabriella21@hotmail.com,60000,Graduate Degree,Management,Y
GK-4620137,Mackenzie,Fernandez,1989-03-15,S,F,mackenzie8@hotmail.com,40000,Partial College,Skilled Manual,N
GK-46204,Sarah,Robinson,1982-07-23,S,F,sarah13@hotmail.com,110000,Graduate Degree,Management,N
GK-462086,Jermaine,Simmons,1983-02-24,M,M,jermaine5@hotmail.com,30000,High School,Clerical,N
GK-462095,Francis,Rai,1999-02-08,M,M,francis5@hotmail.com,20000,Graduate Degree,Clerical,Y
GM-14440118,Edward,Smith,2000-07-16,S,M,edward66@hotmail.com,40000,Partial College,Clerical,Y
GM-144401404,Thomas,Watson,1978-04-14,S,M,thomas15@hotmail.com,100000,Bachelors,Management,N
GM-144401406,Shannon,Carter,1967-03-11,M,F,shannon14@hotmail.com,80000,Graduate Degree,Professional,Y
GM-144401408,Gabriel,Chen,1965-09-03,S,M,gabriel42@hotmail.com,40000,Partial High School,Clerical,N
GM-1444027,Melody,Wang,1990-02-10,M,F,melody2@hotmail.com,60000,Bachelors,Professional,Y
GM-1444036,Gregory,He,1995-10-14,S,M,gregory25@hotmail.com,40000,Partial College,Clerical,Y
GM-1444037,Amanda,Martin,1961-09-05,S,F,amanda16@hotmail.com,20000,Partial College,Skilled Manual,N
GM-1444045,Jennifer,Foster,1992-04-03,S,F,jennifer71@hotmail.com,150000,Partial College,Professional,N
GM-144405,Jeremy,Anand,1986-11-23,S,M,jeremy29@hotmail.com,70000,Partial College,Professional,Y
GM-1444058,Bradley,Jimenez,2000-03-22,S,M,bradley7@hotmail.com,20000,High School,Manual,Y
GM-1444064,Louis,Ma,1961-01-16,S,M,louis3@hotmail.com,30000,Partial College,Clerical,Y
GM-144407,Gilbert,Davis,1971-01-13,M,M,gilbert11@hotmail.com,60000,Bachelors,Professional,Y
GM-144408,Destiny,Liang,1979-07-22,M,F,destiny54@hotmail.com,70000,Partial College,Professional,Y
GM-1444082,Jim,Blanco,1962-11-06,M,F,jim4@hotmail.com,130000,Partial College,Professional,Y
GM-1444091,Robert,Rogers,1983-04-14,M,M,robert67@hotmail.com,60000,Partial College,Skilled Manual,Y
GM-1444092,Ann,Raje,1966-11-21,M,F,ann8@hotmail.com,20000,Partial High School,Clerical,Y
GM-1444096,Toni,Sanchez,1963-04-28,M,F,toni14@hotmail.com,110000,Partial College,Professional,Y
